label_a,label_b,group,net,pips_a,pips_b,nodes_a,nodes_b,route_changed,drivers_a,drivers_b,loads_a,loads_b
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[1].RO_AND.u_LUT6_and2_1/u_LUT6_0,52,52,53,53,False,,,u_entropy_source/RO_NUM_LOOP[1].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[1].RO_AND.u_LUT6_and2_1,u_entropy_source/RO_NUM_LOOP[1].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[1].RO_AND.u_LUT6_and2_1
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[1].RO_STAGE_LOOP[0].u_LUT6_not1/<const0>,918,918,969,969,False,u_entropy_source/RO_NUM_LOOP[1].RO_STAGE_LOOP[0].u_LUT6_not1/GND,u_entropy_source/RO_NUM_LOOP[1].RO_STAGE_LOOP[0].u_LUT6_not1/GND,u_entropy_source/RO_NUM_LOOP[1].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6,u_entropy_source/RO_NUM_LOOP[1].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[1].RO_STAGE_LOOP[0].u_LUT6_not1/in0[0],32,32,33,33,False,u_entropy_source/RO_NUM_LOOP[1].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6 u_entropy_source/RO_NUM_LOOP[1].RO_STAGE_LOOP[0].u_LUT6_not1,u_entropy_source/RO_NUM_LOOP[1].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6 u_entropy_source/RO_NUM_LOOP[1].RO_STAGE_LOOP[0].u_LUT6_not1,,
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[1].RO_STAGE_LOOP[0].u_LUT6_not1/out[0],4,4,5,5,False,,,u_entropy_source/RO_NUM_LOOP[1].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6 u_entropy_source/RO_NUM_LOOP[1].RO_STAGE_LOOP[0].u_LUT6_not1,u_entropy_source/RO_NUM_LOOP[1].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6 u_entropy_source/RO_NUM_LOOP[1].RO_STAGE_LOOP[0].u_LUT6_not1
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[2].RO_AND.u_LUT6_and2_1/<const0>,918,918,969,969,False,u_entropy_source/RO_NUM_LOOP[2].RO_AND.u_LUT6_and2_1/GND,u_entropy_source/RO_NUM_LOOP[2].RO_AND.u_LUT6_and2_1/GND,u_entropy_source/RO_NUM_LOOP[2].RO_AND.u_LUT6_and2_1/u_LUT6,u_entropy_source/RO_NUM_LOOP[2].RO_AND.u_LUT6_and2_1/u_LUT6
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[2].RO_AND.u_LUT6_and2_1/in0[0],4,4,5,5,False,u_entropy_source/RO_NUM_LOOP[2].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[2].RO_AND.u_LUT6_and2_1,u_entropy_source/RO_NUM_LOOP[2].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[2].RO_AND.u_LUT6_and2_1,,
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[2].RO_AND.u_LUT6_and2_1/out[0],36,36,37,37,False,,,u_entropy_source/RO_NUM_LOOP[2].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[2].RO_AND.u_LUT6_and2_1,u_entropy_source/RO_NUM_LOOP[2].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[2].RO_AND.u_LUT6_and2_1
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[2].RO_AND.u_LUT6_and2_1/u_LUT6_0,52,52,53,53,False,,,u_entropy_source/RO_NUM_LOOP[2].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[2].RO_AND.u_LUT6_and2_1,u_entropy_source/RO_NUM_LOOP[2].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[2].RO_AND.u_LUT6_and2_1
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[2].RO_STAGE_LOOP[0].u_LUT6_not1/<const0>,918,918,969,969,False,u_entropy_source/RO_NUM_LOOP[2].RO_STAGE_LOOP[0].u_LUT6_not1/GND,u_entropy_source/RO_NUM_LOOP[2].RO_STAGE_LOOP[0].u_LUT6_not1/GND,u_entropy_source/RO_NUM_LOOP[2].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6,u_entropy_source/RO_NUM_LOOP[2].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[2].RO_STAGE_LOOP[0].u_LUT6_not1/in0[0],36,36,37,37,False,u_entropy_source/RO_NUM_LOOP[2].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6 u_entropy_source/RO_NUM_LOOP[2].RO_STAGE_LOOP[0].u_LUT6_not1,u_entropy_source/RO_NUM_LOOP[2].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6 u_entropy_source/RO_NUM_LOOP[2].RO_STAGE_LOOP[0].u_LUT6_not1,,
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[2].RO_STAGE_LOOP[0].u_LUT6_not1/out[0],4,4,5,5,False,,,u_entropy_source/RO_NUM_LOOP[2].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6 u_entropy_source/RO_NUM_LOOP[2].RO_STAGE_LOOP[0].u_LUT6_not1,u_entropy_source/RO_NUM_LOOP[2].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6 u_entropy_source/RO_NUM_LOOP[2].RO_STAGE_LOOP[0].u_LUT6_not1
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[3].RO_AND.u_LUT6_and2_1/<const0>,918,918,969,969,False,u_entropy_source/RO_NUM_LOOP[3].RO_AND.u_LUT6_and2_1/GND,u_entropy_source/RO_NUM_LOOP[3].RO_AND.u_LUT6_and2_1/GND,u_entropy_source/RO_NUM_LOOP[3].RO_AND.u_LUT6_and2_1/u_LUT6,u_entropy_source/RO_NUM_LOOP[3].RO_AND.u_LUT6_and2_1/u_LUT6
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[3].RO_AND.u_LUT6_and2_1/in0[0],4,4,5,5,False,u_entropy_source/RO_NUM_LOOP[3].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[3].RO_AND.u_LUT6_and2_1,u_entropy_source/RO_NUM_LOOP[3].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[3].RO_AND.u_LUT6_and2_1,,
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[3].RO_AND.u_LUT6_and2_1/out[0],45,45,46,46,False,,,u_entropy_source/RO_NUM_LOOP[3].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[3].RO_AND.u_LUT6_and2_1,u_entropy_source/RO_NUM_LOOP[3].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[3].RO_AND.u_LUT6_and2_1
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[3].RO_AND.u_LUT6_and2_1/u_LUT6_0,52,52,53,53,False,,,u_entropy_source/RO_NUM_LOOP[3].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[3].RO_AND.u_LUT6_and2_1,u_entropy_source/RO_NUM_LOOP[3].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[3].RO_AND.u_LUT6_and2_1
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[3].RO_STAGE_LOOP[0].u_LUT6_not1/<const0>,918,918,969,969,False,u_entropy_source/RO_NUM_LOOP[3].RO_STAGE_LOOP[0].u_LUT6_not1/GND,u_entropy_source/RO_NUM_LOOP[3].RO_STAGE_LOOP[0].u_LUT6_not1/GND,u_entropy_source/RO_NUM_LOOP[3].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6,u_entropy_source/RO_NUM_LOOP[3].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[3].RO_STAGE_LOOP[0].u_LUT6_not1/in0[0],45,45,46,46,False,u_entropy_source/RO_NUM_LOOP[3].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6 u_entropy_source/RO_NUM_LOOP[3].RO_STAGE_LOOP[0].u_LUT6_not1,u_entropy_source/RO_NUM_LOOP[3].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6 u_entropy_source/RO_NUM_LOOP[3].RO_STAGE_LOOP[0].u_LUT6_not1,,
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[3].RO_STAGE_LOOP[0].u_LUT6_not1/out[0],4,4,5,5,False,,,u_entropy_source/RO_NUM_LOOP[3].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6 u_entropy_source/RO_NUM_LOOP[3].RO_STAGE_LOOP[0].u_LUT6_not1,u_entropy_source/RO_NUM_LOOP[3].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6 u_entropy_source/RO_NUM_LOOP[3].RO_STAGE_LOOP[0].u_LUT6_not1
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[4].RO_AND.u_LUT6_and2_1/<const0>,918,918,969,969,False,u_entropy_source/RO_NUM_LOOP[4].RO_AND.u_LUT6_and2_1/GND,u_entropy_source/RO_NUM_LOOP[4].RO_AND.u_LUT6_and2_1/GND,u_entropy_source/RO_NUM_LOOP[4].RO_AND.u_LUT6_and2_1/u_LUT6,u_entropy_source/RO_NUM_LOOP[4].RO_AND.u_LUT6_and2_1/u_LUT6
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[4].RO_AND.u_LUT6_and2_1/in0[0],4,4,5,5,False,u_entropy_source/RO_NUM_LOOP[4].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[4].RO_AND.u_LUT6_and2_1,u_entropy_source/RO_NUM_LOOP[4].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[4].RO_AND.u_LUT6_and2_1,,
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[4].RO_AND.u_LUT6_and2_1/out[0],35,35,36,36,False,,,u_entropy_source/RO_NUM_LOOP[4].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[4].RO_AND.u_LUT6_and2_1,u_entropy_source/RO_NUM_LOOP[4].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[4].RO_AND.u_LUT6_and2_1
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[4].RO_AND.u_LUT6_and2_1/u_LUT6_0,52,52,53,53,False,,,u_entropy_source/RO_NUM_LOOP[4].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[4].RO_AND.u_LUT6_and2_1,u_entropy_source/RO_NUM_LOOP[4].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[4].RO_AND.u_LUT6_and2_1
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[4].RO_STAGE_LOOP[0].u_LUT6_not1/<const0>,918,918,969,969,False,u_entropy_source/RO_NUM_LOOP[4].RO_STAGE_LOOP[0].u_LUT6_not1/GND,u_entropy_source/RO_NUM_LOOP[4].RO_STAGE_LOOP[0].u_LUT6_not1/GND,u_entropy_source/RO_NUM_LOOP[4].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6,u_entropy_source/RO_NUM_LOOP[4].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[4].RO_STAGE_LOOP[0].u_LUT6_not1/in0[0],35,35,36,36,False,u_entropy_source/RO_NUM_LOOP[4].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6 u_entropy_source/RO_NUM_LOOP[4].RO_STAGE_LOOP[0].u_LUT6_not1,u_entropy_source/RO_NUM_LOOP[4].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6 u_entropy_source/RO_NUM_LOOP[4].RO_STAGE_LOOP[0].u_LUT6_not1,,
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[4].RO_STAGE_LOOP[0].u_LUT6_not1/out[0],4,4,5,5,False,,,u_entropy_source/RO_NUM_LOOP[4].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6 u_entropy_source/RO_NUM_LOOP[4].RO_STAGE_LOOP[0].u_LUT6_not1,u_entropy_source/RO_NUM_LOOP[4].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6 u_entropy_source/RO_NUM_LOOP[4].RO_STAGE_LOOP[0].u_LUT6_not1
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[5].RO_AND.u_LUT6_and2_1/<const0>,918,918,969,969,False,u_entropy_source/RO_NUM_LOOP[5].RO_AND.u_LUT6_and2_1/GND,u_entropy_source/RO_NUM_LOOP[5].RO_AND.u_LUT6_and2_1/GND,u_entropy_source/RO_NUM_LOOP[5].RO_AND.u_LUT6_and2_1/u_LUT6,u_entropy_source/RO_NUM_LOOP[5].RO_AND.u_LUT6_and2_1/u_LUT6
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[5].RO_AND.u_LUT6_and2_1/in0[0],4,4,5,5,False,u_entropy_source/RO_NUM_LOOP[5].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[5].RO_AND.u_LUT6_and2_1,u_entropy_source/RO_NUM_LOOP[5].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[5].RO_AND.u_LUT6_and2_1,,
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[5].RO_AND.u_LUT6_and2_1/out[0],43,43,44,44,False,,,u_entropy_source/RO_NUM_LOOP[5].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[5].RO_AND.u_LUT6_and2_1,u_entropy_source/RO_NUM_LOOP[5].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[5].RO_AND.u_LUT6_and2_1
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[5].RO_AND.u_LUT6_and2_1/u_LUT6_0,52,52,53,53,False,,,u_entropy_source/RO_NUM_LOOP[5].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[5].RO_AND.u_LUT6_and2_1,u_entropy_source/RO_NUM_LOOP[5].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[5].RO_AND.u_LUT6_and2_1
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[5].RO_STAGE_LOOP[0].u_LUT6_not1/<const0>,918,918,969,969,False,u_entropy_source/RO_NUM_LOOP[5].RO_STAGE_LOOP[0].u_LUT6_not1/GND,u_entropy_source/RO_NUM_LOOP[5].RO_STAGE_LOOP[0].u_LUT6_not1/GND,u_entropy_source/RO_NUM_LOOP[5].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6,u_entropy_source/RO_NUM_LOOP[5].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[5].RO_STAGE_LOOP[0].u_LUT6_not1/in0[0],43,43,44,44,False,u_entropy_source/RO_NUM_LOOP[5].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6 u_entropy_source/RO_NUM_LOOP[5].RO_STAGE_LOOP[0].u_LUT6_not1,u_entropy_source/RO_NUM_LOOP[5].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6 u_entropy_source/RO_NUM_LOOP[5].RO_STAGE_LOOP[0].u_LUT6_not1,,
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[5].RO_STAGE_LOOP[0].u_LUT6_not1/out[0],4,4,5,5,False,,,u_entropy_source/RO_NUM_LOOP[5].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6 u_entropy_source/RO_NUM_LOOP[5].RO_STAGE_LOOP[0].u_LUT6_not1,u_entropy_source/RO_NUM_LOOP[5].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6 u_entropy_source/RO_NUM_LOOP[5].RO_STAGE_LOOP[0].u_LUT6_not1
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[6].RO_AND.u_LUT6_and2_1/<const0>,918,918,969,969,False,u_entropy_source/RO_NUM_LOOP[6].RO_AND.u_LUT6_and2_1/GND,u_entropy_source/RO_NUM_LOOP[6].RO_AND.u_LUT6_and2_1/GND,u_entropy_source/RO_NUM_LOOP[6].RO_AND.u_LUT6_and2_1/u_LUT6,u_entropy_source/RO_NUM_LOOP[6].RO_AND.u_LUT6_and2_1/u_LUT6
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[6].RO_AND.u_LUT6_and2_1/in0[0],5,5,6,6,False,u_entropy_source/RO_NUM_LOOP[6].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[6].RO_AND.u_LUT6_and2_1,u_entropy_source/RO_NUM_LOOP[6].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[6].RO_AND.u_LUT6_and2_1,,
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[6].RO_AND.u_LUT6_and2_1/out[0],46,46,47,47,False,,,u_entropy_source/RO_NUM_LOOP[6].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[6].RO_AND.u_LUT6_and2_1,u_entropy_source/RO_NUM_LOOP[6].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[6].RO_AND.u_LUT6_and2_1
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[6].RO_AND.u_LUT6_and2_1/u_LUT6_0,52,52,53,53,False,,,u_entropy_source/RO_NUM_LOOP[6].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[6].RO_AND.u_LUT6_and2_1,u_entropy_source/RO_NUM_LOOP[6].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[6].RO_AND.u_LUT6_and2_1
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[6].RO_STAGE_LOOP[0].u_LUT6_not1/<const0>,918,918,969,969,False,u_entropy_source/RO_NUM_LOOP[6].RO_STAGE_LOOP[0].u_LUT6_not1/GND,u_entropy_source/RO_NUM_LOOP[6].RO_STAGE_LOOP[0].u_LUT6_not1/GND,u_entropy_source/RO_NUM_LOOP[6].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6,u_entropy_source/RO_NUM_LOOP[6].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro_net,u_entropy_source/RO_NUM_LOOP[6].RO_STAGE_LOOP[0].u_LUT6_not1/in0[0],46,46,47,47,False,u_entropy_source/RO_NUM_LOOP[6].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6 u_entropy_source/RO_NUM_LOOP[6].RO_STAGE_LOOP[0].u_LUT6_not1,u_entropy_source/RO_NUM_LOOP[6].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6 u_entropy_source/RO_NUM_LOOP[6].RO_STAGE_LOOP[0].u_LUT6_not1,,
